CellId,CellLabel,XPosPixel,YPosPixel,ZPosPixel,XPosMicron,YPosMicron,ZPosMicron,CellAreaMicron2,jagged1b,lfng,dla,ccnd1,notch1a,hey1,pcna,her4,id1,notch3,ascl1a,Feat_regions,Cyto12_MeanIntensity,Cyto12_StdIntensity,Cyto12_MedianIntensity,Cyto12_MeanNormalisedIntensity,Cyto12_StdNormalisedIntensity,Cyto12_MedianNormalisedIntensity,Cyto12_SumIntensity,Cyto12_SumNormalizedIntensity,Cyto13_MeanIntensity,Cyto13_StdIntensity,Cyto13_MedianIntensity,Cyto13_MeanNormalisedIntensity,Cyto13_StdNormalisedIntensity,Cyto13_MedianNormalisedIntensity,Cyto13_SumIntensity,Cyto13_SumNormalizedIntensity,CellAreaInMicron2,Gs,Mcm2
263,263,1702.015973,1436.936592,24,352.3173064,297.4458746,9.6,88.526034,4,5,3,2,4,11,4,21,10,18,2,1,2489.512585,1868.85195,1896,inf,inf,inf,20573332,nan,451.5187561,463.0862937,325.5,72825.60581,74691.3377,52500,3731351,601830806.5,88.526034,high,neg
264,264,1675.422222,1402.56431,24,346.8124,290.3308121,9.6,63.630765,4,1,5,1,4,8,5,15,9,18,2,1,2372.779293,1921.574442,1680,inf,inf,inf,14094309,nan,593.456734,1740.74896,332,95718.82807,280765.9614,53548.3871,3525133,568569838.7,63.630765,high,neg
265,265,1734.699295,1927.170824,25,359.0827541,398.9243606,10,158.027112,7,6,0,4,24,8,8,22,20,17,6,1,2237.948753,1754.716794,1631,inf,inf,inf,33014220,nan,391.5403335,1047.883923,235,63151.6667,169013.536,37903.22581,5776003,931613387.1,158.027112,high,neg
266,266,1697.268648,1976.213869,25,351.3346101,409.076271,10,73.528884,4,9,4,4,10,2,3,14,15,16,4,1,1984.378059,1737.965515,1436,inf,inf,inf,13620771,nan,409.4981061,586.1796454,262,66048.08162,94545.10409,42258.06452,2810795,453354032.3,73.528884,high,neg
267,267,1727.774527,1987.315835,25,357.649327,411.3743778,10,99.581076,8,7,1,4,11,9,7,20,34,39,3,1,3387.574225,1985.928342,3115.5,inf,inf,inf,31490890,inf,558.4003873,1413.170834,354,90064.57859,227930.7796,57096.77419,5190890,837240322.6,99.581076,high,neg
268,268,1678.302892,1940.969559,25,347.4086986,401.7806986,10,84.455379,4,5,1,0,4,7,6,17,19,20,1,1,2467.422121,1822.662112,1940.5,inf,inf,inf,19453156,inf,371.4641045,666.8120582,244,59913.56524,107550.332,39354.83871,2928623,472358548.4,84.455379,high,neg
269,269,1660.053254,1900.905983,25,343.6310237,393.4875385,10,130.346658,7,7,0,5,5,23,4,16,29,25,1,1,3500.16379,1710.791311,3290,inf,inf,inf,42589993,nan,462.287311,451.2596115,336,74562.46951,72783.80831,54193.54839,5625112,907276129,130.346658,high,neg
270,270,1665.953437,1990.346637,25,344.8523614,412.0017539,10,57.974697,5,2,1,0,1,15,0,17,21,34,3,1,3006.497967,1446.555946,2830,inf,inf,inf,16271167,inf,512.6175166,439.3696209,417,82680.24462,70866.06788,67258.06452,2774286,447465483.9,57.974697,high,neg
271,271,1660.904762,2016.666667,25,343.8072857,417.45,10,1.799658,0,0,0,2,0,0,0,1,0,0,1,1,2907.791667,2007.935892,2463.5,inf,inf,inf,488509,inf,2454.077381,4102.514569,639.5,395818.9324,661695.8982,103145.1613,412285,66497580.65,1.799658,neg,pos
272,272,1638.076429,2014.22736,25,339.0818208,416.9450636,10,66.715893,8,6,14,7,5,8,45,26,15,20,12,1,1402.268304,1044.929841,1095,inf,inf,inf,8733327,nan,440.6425819,839.8501509,309,71071.38418,135459.7018,49838.70968,2744322,442632580.6,66.715893,low,neg
273,273,1637.182365,2046.90982,25,338.8967495,423.7103327,10,21.381651,0,0,0,1,0,1,8,2,1,1,0,1,977.3707415,830.3232625,759,inf,inf,inf,1950832,nan,425.3231463,414.4209016,319.5,68600.50747,66842.0809,51532.25806,848945,136926612.9,21.381651,neg,neg
274,274,1620.940664,1965.021797,25,335.5347174,406.759512,10,176.923521,9,5,3,2,2,13,10,16,11,24,5,1,2030.823807,1364.052894,1651,inf,inf,inf,33541086,nan,325.472451,452.7769672,230,52495.55661,73028.54309,37096.77419,5375503,867016612.9,176.923521,high,neg
275,275,1560.12604,1975.968609,25,322.9460904,409.025502,10,180.180045,13,6,1,2,4,11,4,18,18,21,6,1,2946.171344,1797.816251,2567.5,inf,inf,inf,49554602,inf,316.8812723,310.3168876,242,51109.88263,50051.11091,39032.25806,5329943,859668225.8,180.180045,high,neg
276,276,1413.671922,2016.320658,25,292.6300879,417.3783763,10,184.807737,5,11,3,18,9,10,2,13,5,13,4,1,3326.000058,2003.11248,3136,inf,inf,inf,57380153,nan,288.3597264,333.55591,204,46509.63329,53799.34032,32903.22581,4974782,802384193.5,184.807737,high,neg
277,277,1460.955769,2025.960897,25,302.4178442,419.3739058,10,200.53332,7,1,3,9,14,18,12,32,23,19,4,1,3094.011699,1763.678471,2943.5,inf,inf,inf,57919899,nan,301.3718483,332.3553503,209,48608.36263,53605.70166,33709.67742,5641681,909948548.4,200.53332,high,neg
278,278,1519.927944,2054.682206,25,314.6250843,425.3192166,10,321.710292,14,11,12,18,7,16,8,55,43,24,13,1,3804.007858,2470.855717,3493.5,inf,inf,inf,114241964,nan,379.8483284,533.4685268,263,61265.85943,86043.31077,42419.35484,11407605,1839936290,321.710292,high,neg
279,279,1589.956646,2056.277751,25,329.1210257,425.6494945,10,269.820153,23,6,3,5,12,11,12,25,34,31,6,1,3090.00663,2036.106653,2564,inf,inf,inf,77831087,nan,330.7939892,350.6778087,237,53353.86923,56560.93689,38225.80645,8332039,1343877258,269.820153,high,neg
280,280,1637.13191,2100.985769,25,338.8863054,434.9040542,10,156.570246,8,5,0,5,5,7,11,22,27,15,5,1,2681.202039,2005.369093,1953,inf,inf,inf,39188449,inf,314.7132594,313.3577672,231,50760.20314,50541.57535,37258.06452,4599849,741911129,156.570246,high,neg
281,281,1678.533172,2103.759806,25,347.4563666,435.4782799,10,88.483185,3,4,2,3,2,10,6,14,11,11,4,1,2264.570702,1799.447706,1642,inf,inf,inf,18705354,nan,354.7266344,406.0814606,249,57213.97329,65497.00977,40161.29032,2930042,472587419.4,88.483185,high,neg
282,282,1675.778512,2039.914463,25,346.8861521,422.2622938,10,103.69458,3,8,3,2,9,15,3,7,16,16,2,1,2303.186364,1688.370811,1721,inf,inf,inf,22294844,nan,321.8145661,343.8163442,227,51905.57518,55454.24906,36612.90323,3115165,502445967.7,103.69458,high,neg
283,283,1667.33253,2143.761446,25,345.1378337,443.7586193,10,35.56467,2,5,22,20,5,0,7,1,5,6,13,1,662.6439759,886.2192165,368.5,inf,inf,inf,2199978,nan,1307.807831,2289.563288,866.5,210936.747,369284.4013,139758.0645,4341922,700310000,35.56467,neg,pos
284,284,1641.381686,2159.611061,25,339.7660091,447.0394896,10,47.262447,5,4,0,6,6,2,2,13,14,15,1,1,1276.513146,1447.596861,597.5,inf,inf,inf,5631976,nan,336.6833636,516.1667778,213,54303.76832,83252.70609,34354.83871,1485447,239588225.8,47.262447,neg,neg
285,285,1590.242455,2168.084949,25,329.1801881,448.7935844,10,214.373547,10,11,11,15,8,16,7,46,33,39,10,1,3097.085749,1882.65253,2691,inf,inf,inf,61978880,inf,366.3244553,369.616146,268,59084.58957,59615.50741,43225.80645,7330885,1182400806,214.373547,high,neg
286,286,1550.839988,2129.127885,25,321.0238774,440.7294722,10,137.373894,11,3,2,8,7,22,7,25,14,21,5,1,3326.000624,2305.82824,2692,inf,inf,inf,42652632,nan,309.055053,332.1074258,219,49847.5892,53565.71384,35322.58065,3963322,639245483.9,137.373894,high,neg
287,287,1539.946357,2203.160565,26,318.768896,456.054237,10.4,118.220391,3,1,4,7,3,6,3,27,6,9,4,1,2309.249638,1758.111594,1761,inf,inf,inf,25484879,inf,308.9718195,359.4241327,215,49834.16444,57971.63431,34677.41935,3409813,549969838.7,118.220391,high,neg
288,288,1500.287764,2172.005651,25,310.5595671,449.6051697,10,197.148249,7,9,6,6,16,9,11,26,26,27,4,1,3395.763693,2221.408432,2983,inf,inf,inf,62495635,nan,373.6359487,465.6567978,258,60263.86269,75105.93513,41612.90323,6876396,1109096129,197.148249,high,neg
289,289,1468.325243,2171.752427,25,303.9433252,449.5527524,10,8.826894,0,1,1,1,0,0,6,0,2,2,6,1,1430.433252,1380.646307,852.5,inf,inf,inf,1178677,nan,830.8713592,1119.851934,509.5,134011.5096,180621.2797,82177.41935,684638,110425483.9,8.826894,neg,pos
290,290,1465.492179,2113.372705,25,303.356881,437.4681499,10,189.006939,10,11,5,11,15,8,10,34,12,28,2,1,3329.911585,2385.948233,2739.5,inf,inf,inf,58752960,nan,391.6093856,519.9552501,260,63162.80413,83863.75002,41935.48387,6909556,1114444516,189.006939,high,neg
291,291,1759.445652,2083.838768,25,364.20525,431.354625,10,23.652648,1,19,10,1,8,1,0,3,2,4,13,1,830.7196558,1038.63032,516.5,inf,inf,inf,1834229,nan,1214.521286,1242.824222,918.5,195890.53,200455.5196,148145.1613,2681663,432526290.3,23.652648,neg,pos
292,292,1735.967185,2077.02677,25,359.3452073,429.9445415,10,49.619142,7,3,1,5,9,1,2,16,8,13,0,1,1219.533247,930.8413472,984.5,inf,inf,inf,5648878,nan,458.7996546,536.3172914,294,73999.94429,86502.78894,47419.35484,2125160,342767741.9,49.619142,low,neg
293,293,1706.468052,2074.575065,25,353.2388868,429.4370384,10,82.484325,5,2,5,2,3,2,4,15,6,9,2,1,1413.085455,1350.634171,857,inf,inf,inf,10880758,nan,305.7312987,499.3510291,202,49311.49979,80540.48857,32580.64516,2354131,379698548.4,82.484325,low,neg
294,294,1733.972923,2024.09057,25,358.932395,418.9867479,10,91.782558,5,9,5,2,5,26,6,51,21,33,3,1,3347.119048,1662.510977,3191,inf,inf,inf,28678116,inf,484.8006536,415.3202301,385,78193.65381,66987.13388,62096.77419,4153772,669963225.8,91.782558,high,neg
295,295,1769.219603,2039.28844,25,366.2284579,422.1327071,10,114.535377,11,6,1,2,11,12,10,39,13,38,2,1,2907.556304,1585.89791,2674.5,inf,inf,inf,31087592,inf,468.9559484,437.6995521,353,75638.05619,70596.70195,56935.48387,5014077,808722096.8,114.535377,high,neg
296,296,1800.323968,1958.917161,25,372.6670613,405.4958524,10,324.838269,18,12,6,18,8,26,10,47,27,43,12,1,2992.176098,2210.67953,2316,inf,inf,inf,90734748,nan,321.021732,340.2263368,229,51777.6987,54875.21561,36935.48387,9734663,1570106935,324.838269,high,neg
297,297,1334.800212,1412.295178,24,276.3036439,292.3451017,9.6,80.856063,5,7,14,16,14,10,26,19,20,19,4,1,2503.774642,1808.788784,1914,inf,inf,inf,18898491,nan,3353.098967,2126.315212,3126,540822.414,342954.0665,504193.5484,25309191,4082127581,80.856063,high,pos
298,298,1285.293829,1366.240405,23,266.0558225,282.8117639,9.2,139.559193,6,12,8,22,10,16,13,28,26,21,9,1,3484.931072,2265.114614,3216.5,inf,inf,inf,45401682,inf,504.6555112,466.7364606,385,81396.05019,75280.0743,62096.77419,6574652,1060427742,139.559193,high,neg
299,299,1272.441788,1419.162682,24,263.3954502,293.7666753,9.6,138.016629,9,10,0,14,8,17,14,41,22,20,5,1,2749.725629,1819.256779,2305,inf,inf,inf,35427465,inf,350.8669668,384.2566124,244,56591.44625,61976.87298,39354.83871,4520570,729124193.5,138.016629,high,neg
300,300,1231.618889,1414.858889,24,254.94511,292.87579,9.6,38.5641,1,6,37,11,5,2,0,5,4,10,10,1,1362.831944,1309.70853,911.5,inf,inf,inf,4906195,nan,1369.380278,3032.718368,505.5,220867.7867,489148.1239,81532.25806,4929769,795124032.3,38.5641,low,neg
301,301,1215.915789,1403.063158,24,251.6945684,290.4340737,9.6,4.070655,0,0,8,2,1,3,21,1,0,2,0,1,1559.9,1473.791885,1054,inf,inf,inf,592762,inf,1195.821053,1639.886777,836,192874.3633,264497.8673,134838.7097,454412,73292258.06,4.070655,neg,pos
302,302,1236.090401,1369.54753,23,255.870713,283.4963388,9.2,91.953954,8,7,4,11,2,17,4,22,7,22,8,1,2208.925093,1568.566127,1638,inf,inf,inf,18961413,inf,574.4776328,865.9659928,363.5,92657.68271,139671.9343,58629.03226,4931316,795373548.4,91.953954,high,neg
303,303,1192.994236,1371.955331,23,246.9498069,283.9947536,9.2,118.948824,12,17,2,8,6,25,6,32,42,33,7,1,3131.059168,1884.568969,2717,inf,inf,inf,34767281,nan,547.2571146,501.3092647,432,88267.27654,80856.33301,69677.41935,6076743,980119838.7,118.948824,high,neg
304,304,1199.767311,1432.766506,24,248.3518333,296.5826667,9.6,106.436916,7,5,2,17,10,13,5,21,9,24,8,1,2275.406703,1760.293771,1677.5,inf,inf,inf,22608441,nan,402.0407609,701.0803264,260,64845.28401,113077.472,41935.48387,3994677,644302741.9,106.436916,low,neg
305,305,1344.759498,1185.490663,21,278.365216,245.3965673,8.4,133.088994,13,18,12,40,16,14,2,17,15,24,13,1,892.2317289,892.12414,644,inf,inf,inf,11085087,nan,630.7670637,1349.621979,335,101736.6232,217680.9644,54032.25806,7836650,1263975806,133.088994,low,neg
306,306,1258.493054,1139.188346,21,260.5080622,235.8119876,8.4,237.512007,8,11,7,5,6,17,7,17,25,35,5,1,2344.799702,1952.518787,1627,inf,inf,inf,51988899,nan,452.633637,682.8496132,340,73005.42533,110137.0344,54838.70968,10035793,1618676290,237.512007,high,neg
307,307,1192.886867,1145.906646,21,246.9275815,237.2026756,8.4,54.161136,6,3,0,1,0,6,0,4,13,17,0,1,1344.130142,1400.18187,782,inf,inf,inf,6795922,nan,378.0057358,387.9645309,282,60968.66706,62574.92434,45483.87097,1911197,308257580.6,54.161136,low,neg
308,308,1187.301205,1164.783133,21,245.7713494,241.1101084,8.4,14.225868,3,2,19,2,24,1,0,36,3,10,1,1,707.2326807,618.3116313,497,inf,inf,inf,939205,nan,1503.49247,1139.41505,1223.5,242498.7855,183776.621,197338.7097,1996638,322038387.1,14.225868,neg,neg
309,309,1195.181593,1203.907611,21,247.4025897,249.2088754,8.4,121.048425,5,6,2,12,6,18,7,37,48,26,3,1,2378.788407,1628.135418,1891,inf,inf,inf,26880309,inf,594.1128319,690.7070631,446,95824.6503,111404.365,71935.48387,6713475,1082818548,121.048425,high,neg
310,310,1210.428818,1258.350035,23,250.5587654,260.4784572,9.2,124.005006,7,12,5,8,5,12,4,21,17,26,4,1,3301.099516,1925.561093,2905,inf,inf,inf,38213528,inf,593.3081375,582.3252771,451,95694.86089,93923.4318,72741.93548,6868135,1107763710,124.005006,high,neg
311,311,1207.024249,1315.306972,23,249.8540196,272.2685431,9.2,155.499021,17,18,14,16,12,15,12,24,27,30,8,1,2351.515776,1868.874539,1719,inf,inf,inf,34134603,nan,679.933935,801.2581377,459.5,109666.7637,129235.1835,74112.90323,9869921,1591922742,155.499021,high,neg
312,312,1348,1152.159618,21,279.036,238.4970409,8.4,31.408317,3,9,6,2,0,0,0,26,7,13,11,1,659.2824011,632.4235067,477,inf,inf,inf,1933016,nan,1566.51603,2287.480847,721,252663.8758,368948.5237,116290.3226,4593025,740810483.9,31.408317,low,neg
313,313,1323.477764,1139.693774,21,273.9598971,235.9166112,8.4,33.722163,6,12,1,2,9,2,0,15,4,9,9,1,651.9021601,445.7947523,527,inf,inf,inf,2052188,nan,3485.629288,3203.256837,2759,562198.2723,516654.3286,445000,10972761,1769800161,33.722163,low,pos
314,314,1325.523645,1117.638985,21,274.3833945,231.3512699,8.4,37.150083,6,13,15,9,3,1,50,3,4,6,34,1,668.4195502,862.5814537,365,inf,inf,inf,2318079,nan,3986.012111,2608.928333,3745,642905.1791,420794.8925,604032.2581,13823490,2229595161,37.150083,low,pos
315,315,1235.095985,1484.485153,24,255.6648689,307.2884266,9.6,204.903918,19,8,4,10,6,26,3,33,15,23,14,1,3181.203367,2181.551775,2556,inf,inf,inf,60850058,inf,428.8298306,609.752762,296,69166.10171,98347.21967,47741.93548,8202657,1323009194,204.903918,high,neg
316,316,1157.891225,1468.624301,23,239.6834835,304.0052303,9.2,222.172065,13,15,14,29,16,25,6,47,40,31,4,1,4187.916731,2792.338956,3562,inf,inf,inf,86857393,nan,476.751784,447.6593318,367,76895.44903,72203.11803,59193.54839,9887832,1594811613,222.172065,high,neg
317,317,1169.030417,1616.152955,24,241.9892963,334.5436616,9.6,147.914748,4,6,5,10,6,8,5,38,22,33,3,1,3864.926926,2329.347196,3603.5,inf,inf,inf,53366911,inf,559.2492758,540.7406514,413,90201.49609,87216.23409,66612.90323,7722114,1245502258,147.914748,high,neg
318,318,1189.793259,1680.595011,24,246.2872046,347.8831672,9.6,161.455032,12,9,4,5,2,11,7,32,10,16,5,1,4526.664145,2375.751518,4449,inf,inf,inf,68225882,inf,416.3724124,462.0177417,295,67156.84071,74518.99059,47580.64516,6275565,1012187903,161.455032,high,neg
319,319,1604.019596,1393.793631,24,332.0320563,288.5152817,9.6,69.972417,5,3,1,5,1,12,3,27,13,18,1,1,2396.937844,1786.309312,1750.5,inf,inf,inf,15656798,nan,481.1246173,462.2464202,359,77600.74472,74555.87423,57903.22581,3142706,506888064.5,69.972417,high,neg
320,320,1590.473527,1356.828352,24,329.2280201,280.8634688,9.6,100.352358,5,9,9,3,5,17,8,24,24,39,3,1,3913.274445,2291.598334,3555,inf,inf,inf,36659555,inf,614.8649658,569.6634052,469,99171.76868,91881.19438,75645.16129,5760055,929041129,100.352358,high,neg
321,321,1646.980273,1358.501669,24,340.9249165,281.2098455,9.6,141.187455,8,7,5,11,6,12,12,45,12,21,2,1,3813.878528,2181.979094,3517,inf,inf,inf,50266919,nan,664.0453718,624.8974008,496,107104.0922,100789.9034,80000,8752118,1411631935,141.187455,high,neg
322,322,1605.664511,1313.079345,24,332.3725537,271.8074243,9.6,99.366831,9,1,6,10,7,14,3,22,8,15,2,1,3719.577296,2528.576029,2907.5,inf,inf,inf,34502799,inf,561.8165157,554.8436003,418,90615.56705,89490.90328,67419.35484,5211410,840550000,99.366831,high,neg
323,323,1715.815858,1387.681877,24,355.1738825,287.2501485,9.6,132.40341,1,6,4,7,7,17,6,47,10,29,8,1,3953.975243,2532.824502,3461,inf,inf,inf,48871134,inf,637.5516181,658.8837358,469.5,102830.9061,106271.5703,75725.80645,7880138,1270990000,132.40341,high,neg
324,324,1747.489362,1399.744681,24,361.7302979,289.7471489,9.6,2.013903,0,1,1,0,0,0,0,2,1,2,0,1,1965.308511,1381.689927,1610,inf,inf,inf,369478,inf,766.962766,494.9017673,667,123703.6719,79822.86569,107580.6452,144189,23256290.32,2.013903,neg,neg
325,325,1754.282051,1396.333333,24,363.1363846,289.041,9.6,1.671111,0,0,9,0,21,0,0,3,0,0,0,1,1464.717949,987.0428822,1071,inf,inf,inf,228496,inf,649.4615385,474.3336403,535,104751.861,76505.42586,86290.32258,101316,16341290.32,1.671111,neg,neg
326,326,1756.77453,1546.225887,24,363.6523278,320.0687587,9.6,102.623355,4,10,2,7,9,17,6,29,37,38,9,1,3502.368163,2339.57167,3003.5,inf,inf,inf,33552687,inf,685.7802714,821.4087869,477,110609.7212,132485.2882,76935.48387,6569775,1059641129,102.623355,high,neg
329,329,1779.737522,1568.852026,24,368.4056671,324.7523693,9.6,72.971847,6,10,5,5,5,9,4,27,13,28,6,1,3439.388579,1925.096385,3200,inf,inf,inf,23429115,inf,1019.683793,1486.564092,529,164465.128,239768.4019,85322.58065,6946086,1120336452,72.971847,high,neg
330,330,1806.604927,1586.19801,25,373.9672198,328.3429882,10,90.454239,10,12,6,5,7,5,4,18,14,19,10,1,2377.230341,1841.480665,1905.5,inf,inf,inf,20073333,nan,463.2753434,991.311147,257,74721.82959,159888.8947,41451.6129,3911897,630951129,90.454239,low,neg
331,331,1808.765424,1532.393959,25,374.4144428,317.2055495,10,66.673044,6,16,8,16,8,6,42,8,9,11,7,1,1490.585154,1355.045083,1034.5,inf,inf,inf,9277402,nan,4888.40617,3390.870469,4788,788452.608,546914.5918,772258.0645,30425440,4907329032,66.673044,low,pos
332,332,1624.939615,2204.289079,25,336.3625002,456.2878394,10,100.052415,4,5,2,5,7,8,2,29,8,20,1,1,2829.669593,2000.821736,2224.5,inf,inf,inf,26429114,nan,311.3052463,314.2797617,233,50210.52359,50690.28414,37580.64516,2907591,468966290.3,100.052415,high,neg
333,333,1377.440137,2010.684004,26,285.1301084,416.2115888,10.4,87.326262,3,5,3,2,5,7,1,10,9,16,2,1,2840.870461,1655.338726,2602.5,inf,inf,inf,23158776,nan,291.4723994,323.7136602,199,47011.67732,52211.88069,32096.77419,2376083,383239193.5,87.326262,high,neg
334,334,1346.690632,1997.54902,26,278.7649608,413.4926471,10.4,137.673837,7,7,1,6,9,10,4,38,16,19,7,1,3397.928805,1809.896978,3149,inf,inf,inf,43670181,inf,387.2721755,452.1833286,266,62463.25412,72932.79494,42903.22581,4977222,802777741.9,137.673837,high,neg
335,335,1321.383152,1996.0625,25,273.5263125,413.1849375,10,15.768432,0,0,0,2,2,1,19,0,1,0,2,1,844.1677989,415.3214735,772,inf,inf,inf,1242615,inf,1629.257473,2266.272424,792,262783.4634,365527.8104,127741.9355,2398267,386817258.1,15.768432,neg,pos
336,336,1311.813008,2000.902439,26,271.5452927,414.1868049,10.4,5.270427,0,0,0,2,0,0,0,0,0,0,2,1,752.6361789,370.5136071,712.5,inf,inf,inf,370297,inf,736.7154472,647.7705797,621.5,118825.0721,104479.1258,100241.9355,362464,58461935.48,5.270427,neg,pos
337,337,1316.915903,1968.272273,25,272.601592,407.4323605,10,51.461649,2,4,0,7,3,5,0,1,0,4,3,1,959.5936719,732.2215622,774,inf,inf,inf,4609888,nan,1645.548085,2049.752903,680.5,265410.9814,330605.3069,109758.0645,7905213,1275034355,51.461649,neg,pos
338,338,1372.437051,1901.167825,25,284.0944696,393.5417397,10,363.830859,24,26,13,10,6,34,27,68,25,45,5,1,2409.09195,1786.203247,1960,inf,inf,inf,81822399,nan,478.756448,1106.216076,238,77218.78194,178421.9478,38387.09677,16260484,2622658710,363.830859,high,neg
339,339,1289.544529,1795.05598,25,266.9357176,371.5765878,10,50.518971,6,5,13,23,8,2,1,7,5,4,9,1,1162.222222,1266.38073,704.5,inf,inf,inf,5481040,nan,371.3852841,655.8736818,215,59900.85228,105786.0777,34677.41935,1751453,282492419.4,50.518971,neg,neg
340,340,1284.972299,1833.078255,25,265.9892659,379.4471988,10,123.747912,2,0,4,3,1,19,8,38,14,25,4,1,3482.638504,1951.825627,3203.5,inf,inf,inf,40231440,nan,407.5019044,584.2869762,275,65726.11362,94239.83488,44354.83871,4707462,759268064.5,123.747912,high,neg
341,341,1346.742446,1818.334278,25,278.7756863,376.3951955,10,181.508364,4,5,5,12,11,17,0,24,10,17,3,1,3583.550401,2347.332658,3018,inf,inf,inf,60719678,nan,341.1455382,520.6325459,228,55023.47391,83972.99127,36774.19355,5780370,932317741.9,181.508364,high,neg
342,342,1309.739647,1875.109111,25,271.1161069,388.1475859,10,118.991673,4,8,2,9,3,16,5,31,20,22,2,1,2946.599028,1725.479387,2714,inf,inf,inf,32730822,nan,407.7084084,399.7798733,297,65759.4207,64480.62473,47903.22581,4528825,730455645.2,118.991673,high,neg
343,343,2142.028815,1059.485237,23,443.3999648,219.313444,9.2,120.448539,3,1,1,2,4,9,3,24,22,32,8,2,3636.586891,2598.980474,2942,inf,inf,inf,40889783,nan,907.1882782,1126.343789,633,146320.69,181668.353,102096.7742,10200425,1645229839,120.448539,high,neg
344,344,2169.51369,1095.881488,23,449.0893339,226.8474679,9.2,104.851503,8,4,0,2,5,13,1,23,14,22,4,2,3625.046588,2210.723327,3348.5,inf,inf,inf,35481956,nan,876.6103392,821.0954393,647,141388.7644,132434.7483,104354.8387,8580262,1383913226,104.851503,high,neg
345,345,2148.653789,1138.794948,23,444.7713343,235.7305542,9.2,86.512131,2,3,4,3,4,3,5,3,9,11,2,2,1007.382491,1025.490598,652,inf,inf,inf,8135621,nan,531.3163695,1011.497321,288,85696.18863,163144.7292,46451.6129,4290911,692082419.4,86.512131,low,neg
346,346,2119.752363,1147.586011,23,438.7887391,237.5503043,9.2,22.667121,2,6,2,9,4,2,16,4,1,2,20,2,1017.051985,1102.269486,620,inf,inf,inf,2152082,nan,5960.604442,4483.169398,5384.5,961387.8133,723091.8384,868467.7419,12612639,2034296613,22.667121,low,pos
347,347,2130.124324,1170.668468,23,440.9357351,242.328373,9.2,23.781195,2,6,0,0,1,2,2,10,3,6,5,2,963.5094595,875.548621,663,inf,inf,inf,2138991,nan,862.7189189,1135.057332,625.5,139148.2127,183073.7632,100887.0968,1915236,308909032.3,23.781195,low,neg
348,348,2102.527422,1166.841865,23,435.2231764,241.536266,9.2,46.876806,6,7,8,4,2,4,7,14,4,11,7,2,1429.553931,1376.512955,912.5,inf,inf,inf,6255728,nan,1158.948355,1671.723162,699,186927.154,269632.7681,112741.9355,5071558,817993225.8,46.876806,low,neg
349,349,2105.047096,1200.076923,24,435.7447488,248.4159231,9.6,54.589626,6,8,19,35,2,3,1,8,10,16,9,2,2237.891091,1842.224122,1584,inf,inf,inf,11404293,nan,625.6436421,1356.245651,357,100910.2649,218749.2985,57580.64516,3188280,514238709.7,54.589626,low,neg
350,350,2154.286115,1196.767239,23,445.9372259,247.7308184,9.2,137.331045,7,13,3,1,10,22,3,33,13,36,7,2,3514.115211,2627.263109,2588.5,inf,inf,inf,45050957,inf,715.44961,748.2552285,534,115395.0984,120686.3272,86129.03226,9172064,1479365161,137.331045,high,neg
351,351,2215.261509,1189.030566,24,458.5591325,246.1293272,9.6,113.54985,8,8,4,6,7,4,7,19,21,18,5,2,4817.142642,3208.299805,4274,inf,inf,inf,51061712,inf,666.8738679,726.882465,502,107560.3013,117239.1073,80967.74194,7068863,1140139194,113.54985,high,neg
352,352,2193.058257,1145.952888,23,453.9630593,237.2122477,9.2,84.583926,9,1,3,2,4,7,2,15,7,12,4,2,2486.096251,2023.598681,1780.5,inf,inf,inf,19630216,inf,439.0474924,388.5040027,351,70814.11168,62661.93591,56612.90323,3466719,559148225.8,84.583926,high,neg
353,353,2243.024177,1143.079617,24,464.3060046,236.6174806,9.6,102.794751,6,8,3,5,6,9,8,36,15,22,4,2,4374.70717,2827.383256,3903,inf,inf,inf,41979690,inf,759.716757,684.6906652,593,122534.9608,110433.9783,95645.16129,7290242,1175845484,102.794751,high,neg
354,354,2275.814322,1178.248099,24,471.0935646,243.8973565,9.6,135.231444,10,6,2,4,6,6,4,14,16,20,2,2,4459.840938,2547.51405,4165,inf,inf,inf,56301032,inf,659.3061629,543.9061194,521,106339.7037,87726.79345,84032.25806,8323081,1342432419,135.231444,high,neg
355,355,2293.629551,1117.509367,24,474.7813171,231.324439,9.6,121.219821,10,5,9,8,5,10,1,28,12,17,1,2,3981.108431,2734.777443,3167,inf,inf,inf,45050223,nan,538.4060622,519.3546206,403.5,86839.68745,83766.87429,65080.64516,6092603,982677903.2,121.219821,high,neg
356,356,2352.135172,1099.397241,24,486.8919807,227.575229,9.6,124.2621,5,6,2,2,5,20,4,31,14,31,1,2,4391.821207,2481.994418,4085,inf,inf,inf,50945126,inf,1017.765172,1078.465909,754,164155.673,173946.1144,121612.9032,11806076,1904205806,124.2621,high,neg
357,357,2357.900943,1127.731132,24,488.0854953,233.4403443,9.6,9.083988,1,19,14,19,8,1,24,9,1,1,22,2,1693.145047,1443.490217,1314.5,inf,inf,inf,1435787,inf,3144.576651,3355.167711,2380.5,507189.7824,541156.0824,383951.6129,2666601,430096935.5,9.083988,neg,pos
